ID,duration,wav,wav_format,wav_opts
noise-free-sound-0115_115,2.577125,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0115.wav,wav,
noise-free-sound-0116_116,8.82075,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0116.wav,wav,
noise-free-sound-0117_117,33.6573125,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0117.wav,wav,
noise-free-sound-0118_118,17.41,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0118.wav,wav,
noise-free-sound-0119_119,70.728,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0119.wav,wav,
noise-free-sound-0120_120,18.4344375,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0120.wav,wav,
noise-free-sound-0121_121,44.0,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0121.wav,wav,
noise-free-sound-0122_122,8.0,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0122.wav,wav,
noise-free-sound-0123_123,7.5,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0123.wav,wav,
noise-free-sound-0124_124,5.0,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0124.wav,wav,
noise-free-sound-0125_125,1.125,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0125.wav,wav,
noise-free-sound-0126_126,19.7823125,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0126.wav,wav,
noise-free-sound-0127_127,2.448,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0127.wav,wav,
noise-free-sound-0128_128,4.056,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0128.wav,wav,
noise-free-sound-0129_129,8.2939375,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0129.wav,wav,
noise-free-sound-0130_130,38.8701875,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0130.wav,wav,
noise-free-sound-0131_131,55.597375,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0131.wav,wav,
noise-free-sound-0132_132,0.7158125,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0132.wav,wav,
noise-free-sound-0133_133,0.5209375,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0133.wav,wav,
noise-free-sound-0134_134,2.513375,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0134.wav,wav,
noise-free-sound-0135_135,3.0045625,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0135.wav,wav,
noise-free-sound-0136_136,0.625,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0136.wav,wav,
noise-free-sound-0137_137,113.25,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0137.wav,wav,
noise-free-sound-0138_138,3.25,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0138.wav,wav,
noise-free-sound-0139_139,15.5146875,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0139.wav,wav,
noise-free-sound-0140_140,24.77475,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0140.wav,wav,
noise-free-sound-0141_141,135.0720625,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0141.wav,wav,
noise-free-sound-0142_142,38.99975,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0142.wav,wav,
noise-free-sound-0143_143,13.0430625,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0143.wav,wav,
noise-free-sound-0144_144,25.54775,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0144.wav,wav,
noise-free-sound-0145_145,2.9121875,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0145.wav,wav,
noise-free-sound-0146_146,2.0775,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0146.wav,wav,
noise-free-sound-0147_147,8.6333125,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0147.wav,wav,
noise-free-sound-0148_148,2.214875,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0148.wav,wav,
noise-free-sound-0149_149,1.7618125,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0149.wav,wav,
noise-free-sound-0150_150,0.4504375,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0150.wav,wav,
noise-free-sound-0151_151,53.76,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0151.wav,wav,
noise-free-sound-0152_152,97.156,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0152.wav,wav,
noise-free-sound-0153_153,72.1493125,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0153.wav,wav,
noise-free-sound-0154_154,62.464,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0154.wav,wav,
noise-free-sound-0155_155,72.6613125,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0155.wav,wav,
noise-free-sound-0156_156,90.197375,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0156.wav,wav,
noise-free-sound-0157_157,3.0933125,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0157.wav,wav,
noise-free-sound-0158_158,64.884,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0158.wav,wav,
noise-free-sound-0159_159,5.216,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0159.wav,wav,
noise-free-sound-0160_160,34.325375,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0160.wav,wav,
noise-free-sound-0161_161,76.476,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0161.wav,wav,
noise-free-sound-0162_162,14.9333125,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0162.wav,wav,
noise-free-sound-0163_163,0.3626875,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0163.wav,wav,
noise-free-sound-0164_164,24.96,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0164.wav,wav,
noise-free-sound-0165_165,33.837375,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0165.wav,wav,
noise-free-sound-0166_166,0.768,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0166.wav,wav,
noise-free-sound-0167_167,2.005375,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0167.wav,wav,
noise-free-sound-0168_168,1.344,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0168.wav,wav,
noise-free-sound-0169_169,2.304,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0169.wav,wav,
noise-free-sound-0170_170,5.2906875,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0170.wav,wav,
noise-free-sound-0171_171,4.6293125,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0171.wav,wav,
noise-free-sound-0172_172,49.5543125,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0172.wav,wav,
noise-free-sound-0173_173,106.802,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0173.wav,wav,
noise-free-sound-0174_174,9.109125,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0174.wav,wav,
noise-free-sound-0175_175,4.7188125,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0175.wav,wav,
noise-free-sound-0176_176,2.9843125,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0176.wav,wav,
noise-free-sound-0177_177,106.737875,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0177.wav,wav,
noise-free-sound-0178_178,4.884625,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0178.wav,wav,
noise-free-sound-0179_179,2.813,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0179.wav,wav,
noise-free-sound-0180_180,15.5155,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0180.wav,wav,
noise-free-sound-0181_181,4.7964375,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0181.wav,wav,
noise-free-sound-0182_182,2.25225,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0182.wav,wav,
noise-free-sound-0183_183,8.0914375,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0183.wav,wav,
noise-free-sound-0184_184,32.407375,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0184.wav,wav,
noise-free-sound-0185_185,2.6693125,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0185.wav,wav,
noise-free-sound-0186_186,2.8361875,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0186.wav,wav,
noise-free-sound-0187_187,6.4230625,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0187.wav,wav,
noise-free-sound-0188_188,9.5511875,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0188.wav,wav,
noise-free-sound-0189_189,6.8401875,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0189.wav,wav,
noise-free-sound-0190_190,6.131125,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0190.wav,wav,
noise-free-sound-0191_191,3.9623125,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0191.wav,wav,
noise-free-sound-0192_192,6.6733125,/home/xiao.luo/voice_data/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0192.wav,wav,
